"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_ADHD","p_ASD","p_ADHD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
686,4,96183802,97540787,TRUE,243,3313,0.000140955,0.000617602,0.372987,7.98326e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
687,4,97540788,98445515,TRUE,161,1847,0.000878252,0.000268373,0.0161988,0.00144849,TRUE,0.490329,0.490329,FALSE,-0.25559,1,0.144271,2,NA
688,4,98445516,99532480,TRUE,93,1986,0.000328656,0.000218843,0.133545,0.000915177,FALSE,NA,NA,NA,NA,NA,NA,2,NA
689,4,99532481,100333334,TRUE,142,2062,0.000224598,0.000253255,0.260209,0.00134663,FALSE,NA,NA,NA,NA,NA,NA,2,NA
690,4,100333335,101132995,TRUE,170,1820,NA,0.000181643,NA,0.0217097,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
691,4,101132996,102544803,TRUE,229,3094,0.000113281,0.00027956,0.391806,0.00382484,FALSE,NA,NA,NA,NA,NA,NA,2,NA
692,4,102544804,104384534,TRUE,268,3142,0.000455694,0.00048441,0.179211,1.94574e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
693,4,104384535,105319195,TRUE,113,1543,0.000395436,0.000255541,0.114471,0.000577383,FALSE,NA,NA,NA,NA,NA,NA,2,NA
694,4,105319196,106479155,TRUE,232,2233,0.000535879,0.000512155,0.125988,3.44653e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
695,4,106479156,108131206,TRUE,247,2790,NA,9.96254e-05,NA,0.164118,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
696,4,108131207,109122458,TRUE,171,1712,NA,9.91157e-05,NA,0.120923,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
697,4,109122459,109978982,TRUE,194,1860,0.00025699,0.000536197,0.265466,1.52602e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
698,4,109978983,111733579,TRUE,333,3178,0.000327233,0.000344643,0.272609,0.00295056,FALSE,NA,NA,NA,NA,NA,NA,2,NA
699,4,111733580,112830229,TRUE,168,1830,NA,0.000406729,NA,1.48876e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
700,4,112830230,113916002,TRUE,179,1861,NA,0.000138848,NA,0.0614814,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
701,4,113916003,115306149,TRUE,286,2752,0.00106132,0.000521035,0.0239133,8.7545e-06,TRUE,0.457334,0.457334,FALSE,-0.15734,1,0.111296,2,NA
702,4,115306150,116204703,TRUE,106,1841,0.000563745,0.000111603,0.0435367,0.0529077,FALSE,NA,NA,NA,NA,NA,NA,2,NA
703,4,116204704,117313636,TRUE,142,2352,0.000343012,0.000264888,0.171098,0.000983393,FALSE,NA,NA,NA,NA,NA,NA,2,NA
704,4,117313637,118395262,TRUE,200,2765,NA,0.000430741,NA,1.82116e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
705,4,118395263,119138097,TRUE,122,1770,0.000629358,0.000395296,0.0375913,1.54159e-06,TRUE,0.860206,0.860206,FALSE,0.35844,1,0.00595242,2,NA
706,4,119138098,119927262,TRUE,137,1610,NA,0.000468961,NA,1.22587e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
707,4,119927263,120563073,TRUE,90,1573,NA,7.29949e-05,NA,0.121225,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
708,4,120563074,121393008,TRUE,153,1861,0.000565577,0.000223839,0.0722843,0.00527099,FALSE,NA,NA,NA,NA,NA,NA,2,NA
709,4,121393009,121981243,TRUE,119,1794,NA,0.000133505,NA,0.0367504,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
710,4,121981244,122655434,TRUE,205,1998,NA,0.000305234,NA,0.00115765,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
711,4,122655435,123768693,TRUE,185,1963,0.000149749,NA,0.347888,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
712,4,123768694,124534997,TRUE,130,1801,NA,0.00012459,NA,0.0537374,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
713,4,124534998,125486535,TRUE,181,2290,5.46588e-05,0.000130554,0.433468,0.0699354,FALSE,NA,NA,NA,NA,NA,NA,2,NA
714,4,125486536,126476842,TRUE,238,2509,NA,0.000259555,NA,0.00716557,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
715,4,126476843,127279171,TRUE,186,1912,0.000462088,0.000225618,0.134537,0.00842988,FALSE,NA,NA,NA,NA,NA,NA,2,NA
716,4,127279172,128321876,TRUE,185,2176,0.000147875,0.000376007,0.349518,7.56379e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
717,4,128321877,129625376,TRUE,197,1833,0.000536346,0.000411234,0.108016,5.49691e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
718,4,129625377,131098950,TRUE,229,2894,0.000198551,0.00032007,0.324368,0.00129378,FALSE,NA,NA,NA,NA,NA,NA,2,NA
719,4,131098951,131873453,TRUE,122,1829,NA,0.000194312,NA,0.00627243,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
720,4,131873454,132801980,TRUE,117,1612,0.000116943,9.67963e-05,0.347354,0.0879815,FALSE,NA,NA,NA,NA,NA,NA,2,NA
721,4,132801981,133524886,TRUE,69,1547,0.00014902,0.000150762,0.265715,0.00645647,FALSE,NA,NA,NA,NA,NA,NA,2,NA
722,4,133524887,134109978,TRUE,54,1366,0.000192045,6.30853e-05,0.190236,0.105346,FALSE,NA,NA,NA,NA,NA,NA,2,NA
723,4,134109979,135809542,TRUE,210,3352,NA,0.000271898,NA,0.0035058,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
724,4,135809543,137400031,TRUE,237,3253,NA,0.000398527,NA,0.000142142,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
725,4,137400032,138537344,TRUE,270,3373,NA,0.000478235,NA,2.43969e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
726,4,138537345,139553760,TRUE,238,2304,NA,0.000260937,NA,0.00742067,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
727,4,139553761,141087047,TRUE,373,2661,NA,0.000600882,NA,1.17405e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
728,4,141087048,142807914,TRUE,316,3068,0.000102637,0.000377364,0.414963,0.0011394,FALSE,NA,NA,NA,NA,NA,NA,2,NA
729,4,142807915,144401042,TRUE,162,3074,NA,8.63917e-05,NA,0.148371,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
730,4,144401043,146174871,TRUE,157,2317,NA,0.000226627,NA,0.00482298,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
731,4,146174872,147161042,TRUE,215,1752,NA,0.000455953,NA,1.3171e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
732,4,147161043,148462208,TRUE,170,2303,NA,0.000189202,NA,0.0177082,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
733,4,148462209,149998528,TRUE,322,2712,NA,0.000376863,NA,0.00136618,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
734,4,149998529,151014322,TRUE,148,1535,0.000204735,0.000107478,0.281344,0.0913245,FALSE,NA,NA,NA,NA,NA,NA,2,NA
735,4,151014323,152162098,TRUE,133,1693,NA,0.000227122,NA,0.00279162,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
736,4,152162099,153520883,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
737,4,153520884,155044409,TRUE,398,3234,NA,0.000549818,NA,4.81883e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
738,4,155044410,156520288,TRUE,313,2852,NA,0.000462211,NA,0.000112848,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
739,4,156520289,157597309,TRUE,276,3175,NA,4.95386e-05,NA,0.314086,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
740,4,157597310,159176073,TRUE,182,2873,NA,0.000315852,NA,0.000536475,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
741,4,159176074,160828480,TRUE,240,3008,0.000228864,0.000695269,0.305851,3.20646e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
742,4,160828481,161666201,TRUE,226,2017,NA,0.000403211,NA,9.43218e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
743,4,161666202,162239289,TRUE,122,2170,NA,0.000156829,NA,0.0197139,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
744,4,162239290,163245541,TRUE,222,2723,NA,0.000357571,NA,0.000350919,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
745,4,163245542,163937103,TRUE,115,1698,NA,0.000229819,NA,0.00141333,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
746,4,163937104,164781847,TRUE,161,1579,0.000640386,0.000187643,0.0548329,0.0154247,FALSE,NA,NA,NA,NA,NA,NA,2,NA
747,4,164781848,165824650,TRUE,261,2936,NA,4.47468e-05,NA,0.328999,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
748,4,165824651,166702855,TRUE,269,2313,NA,0.000234488,NA,0.0176765,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
749,4,166702856,167643768,TRUE,115,2123,0.000540979,0.00011793,0.0558646,0.0546016,FALSE,NA,NA,NA,NA,NA,NA,2,NA
750,4,167643769,168623790,TRUE,162,2352,NA,6.61327e-05,NA,0.218164,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
751,4,168623791,169555114,TRUE,226,2378,NA,0.000177373,NA,0.0404506,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
752,4,169555115,170682809,TRUE,185,1889,NA,9.1539e-05,NA,0.148368,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
753,4,170682810,171643019,TRUE,167,2507,0.000466252,0.00012494,0.120676,0.0730572,FALSE,NA,NA,NA,NA,NA,NA,2,NA
754,4,171643020,172555990,TRUE,98,2409,NA,0.000132885,NA,0.0272466,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
755,4,172555991,174470206,TRUE,275,2885,0.000756708,0.000228615,0.0713976,0.0208367,FALSE,NA,NA,NA,NA,NA,NA,2,NA
756,4,174470207,175295842,TRUE,232,1538,0.000210588,0.000443105,0.316375,2.8476e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
757,4,175295843,175959697,TRUE,197,1834,0.000108569,0.000250155,0.387847,0.00498217,FALSE,NA,NA,NA,NA,NA,NA,2,NA
758,4,175959698,177129678,TRUE,239,2228,0.000444608,0.000324634,0.171711,0.00233945,FALSE,NA,NA,NA,NA,NA,NA,2,NA
759,4,177129679,178314527,TRUE,250,2758,NA,0.000231938,NA,0.0153385,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
760,4,178314528,179233905,TRUE,234,1985,NA,0.00068879,NA,1.60691e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
761,4,179233906,179932391,TRUE,144,1760,0.000187753,0.000268036,0.293911,0.00111911,FALSE,NA,NA,NA,NA,NA,NA,2,NA
762,4,179932392,180540877,TRUE,140,1934,NA,0.000289722,NA,0.000342619,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
763,4,180540878,181122433,TRUE,208,1897,0.000183815,0.000680496,0.328233,7.3315e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
764,4,181122434,182065646,TRUE,374,2610,NA,0.000377252,NA,0.00232512,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
765,4,182065647,182946258,TRUE,430,2758,NA,4.63534e-05,NA,0.358414,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
766,4,182946259,183603892,TRUE,311,1664,NA,0.000256375,NA,0.0160108,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
767,4,183603893,184338584,TRUE,210,1523,NA,0.000389332,NA,0.00010782,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
768,4,184338585,185483262,TRUE,438,2759,NA,0.000365971,NA,0.00556919,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
769,4,185483263,186232882,TRUE,203,1918,NA,9.6097e-05,NA,0.149242,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
770,4,186232883,186881568,TRUE,265,1634,0.000290115,0.000374647,0.273091,0.000628192,FALSE,NA,NA,NA,NA,NA,NA,2,NA
771,4,186881569,187985393,TRUE,469,2904,NA,0.000592946,NA,5.24061e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
772,4,187985394,189153279,TRUE,384,2967,NA,0.00028183,NA,0.0173493,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
773,4,189153280,189899573,TRUE,288,3150,0.00012322,0.000359802,0.395823,0.00118444,FALSE,NA,NA,NA,NA,NA,NA,2,NA
774,4,189899574,191043880,TRUE,194,2008,NA,0.000172966,NA,0.0335084,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
775,5,10043,598320,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
776,5,598321,1206609,TRUE,70,638,0.000126773,NA,0.294804,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
777,5,1206610,2106885,TRUE,408,2687,NA,0.000579349,NA,3.22322e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
778,5,2106886,2960068,TRUE,315,2341,NA,6.3531e-05,NA,0.285757,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
779,5,2960069,3677595,TRUE,300,2577,0.000482835,0.000579797,0.178966,1.74908e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
780,5,3677596,4636542,TRUE,190,1790,NA,0.000227783,NA,0.00847452,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
781,5,4636543,5828694,TRUE,327,2776,0.00102849,9.92315e-05,0.0353053,0.195967,FALSE,NA,NA,NA,NA,NA,NA,2,NA
782,5,5828695,6936733,TRUE,433,3409,NA,0.000465471,NA,0.000581176,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
783,5,6936734,8079415,TRUE,299,2953,0.00061791,0.000178548,0.122322,0.0596989,FALSE,NA,NA,NA,NA,NA,NA,2,NA
784,5,8079416,9203855,TRUE,197,2978,NA,0.000186954,NA,0.0254874,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
785,5,9203856,10549029,TRUE,395,2749,NA,9.94369e-05,NA,0.217587,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
786,5,10549030,11850850,TRUE,365,2792,NA,0.000193002,NA,0.0635447,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
787,5,11850851,12867189,TRUE,90,1800,0.000170426,0.000167684,0.267028,0.00676249,FALSE,NA,NA,NA,NA,NA,NA,2,NA
788,5,12867190,13608147,TRUE,121,1854,NA,7.17027e-05,NA,0.155127,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
789,5,13608148,14910295,TRUE,339,2710,NA,0.000233126,NA,0.0295811,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
790,5,14910296,16592319,TRUE,318,2722,NA,0.000345178,NA,0.00272442,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
791,5,16592320,17803477,TRUE,350,2381,NA,0.000425834,NA,0.00062737,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
792,5,17803478,18791410,TRUE,160,2358,0.000437786,0.000475062,0.129878,4.7612e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
793,5,18791411,20397013,TRUE,196,3144,0.000259736,0.000357481,0.264453,0.000194953,FALSE,NA,NA,NA,NA,NA,NA,2,NA
794,5,20397014,21211399,TRUE,89,1449,7.0554e-05,0.000256428,0.385133,0.00017244,FALSE,NA,NA,NA,NA,NA,NA,2,NA
795,5,21211400,22149042,TRUE,116,1426,NA,1.37497e-05,NA,0.406411,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
796,5,22149043,23246745,TRUE,144,2118,NA,1.44935e-05,NA,0.412279,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
797,5,23246746,24362661,TRUE,114,2855,NA,5.71162e-05,NA,0.202344,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
798,5,24362662,25722097,TRUE,225,2610,NA,0.000255889,NA,0.00666562,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
799,5,25722098,26938178,TRUE,209,3218,NA,0.000301845,NA,0.00153879,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
800,5,26938179,28315653,TRUE,191,2392,NA,0.000157055,NA,0.0446711,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
801,5,28315654,29593755,TRUE,207,3183,0.00013706,7.67997e-05,0.366248,0.200749,FALSE,NA,NA,NA,NA,NA,NA,2,NA
802,5,29593756,30416066,TRUE,158,2738,NA,0.000211643,NA,0.00774787,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
803,5,30416067,31679464,TRUE,352,2760,NA,0.000464884,NA,0.000190441,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
804,5,31679465,32727914,TRUE,311,2260,NA,0.000503615,NA,4.05142e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
805,5,32727915,33971056,TRUE,258,2729,NA,0.000227723,NA,0.0186362,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
806,5,33971057,35157146,TRUE,248,2593,NA,5.14994e-05,NA,0.298555,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
807,5,35157147,36431967,TRUE,270,2817,NA,6.52931e-05,NA,0.270511,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
808,5,36431968,37925487,TRUE,256,2432,NA,6.99661e-05,NA,0.245211,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
809,5,37925488,39438985,TRUE,316,2894,0.00061648,0.000406153,0.129024,0.000678477,FALSE,NA,NA,NA,NA,NA,NA,2,NA
810,5,39438986,40290851,TRUE,175,2494,4.2766e-05,0.000383557,0.443868,5.07682e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
811,5,40290852,41279590,TRUE,206,2327,NA,0.00015282,NA,0.0556616,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
812,5,41279591,42856332,TRUE,164,2774,NA,0.00056321,NA,1.37701e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
813,5,42856333,44049878,TRUE,127,2305,NA,0.000571241,NA,4.46828e-10,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
814,5,44049879,45305566,TRUE,117,1723,0.00019055,0.000197537,0.271968,0.00486531,FALSE,NA,NA,NA,NA,NA,NA,2,NA
815,5,45305567,46388848,TRUE,35,794,0.000126099,0.000213981,0.229077,2.18541e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
816,5,46388849,50164835,TRUE,34,912,NA,4.63357e-05,NA,0.113533,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
817,5,50164836,51203265,TRUE,184,1803,NA,0.000483321,NA,1.16556e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
818,5,51203266,52139773,TRUE,186,2133,NA,0.000271534,NA,0.00220717,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
819,5,52139774,52837225,TRUE,179,1858,0.000487129,0.000194246,0.118616,0.0180369,FALSE,NA,NA,NA,NA,NA,NA,2,NA
820,5,52837226,53747856,TRUE,269,2219,NA,0.0003754,NA,0.000539802,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
821,5,53747857,55221398,TRUE,266,3606,0.000241924,0.000447121,0.305587,8.55023e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
822,5,55221399,55968966,TRUE,320,1862,0.00102479,0.000442821,0.0343999,0.000219733,TRUE,0.259245,0.259245,FALSE,-0.56907,0.98679,0.422942,2,NA
823,5,55968967,56896890,TRUE,239,1928,NA,0.000378648,NA,0.000340648,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
824,5,56896891,57895012,TRUE,213,2380,NA,7.73069e-05,NA,0.202435,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
825,5,57895013,58721458,TRUE,280,2182,NA,0.000394211,NA,0.000387882,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
826,5,58721459,59868567,TRUE,185,1638,0.000425152,0.000343826,0.152695,0.000234987,FALSE,NA,NA,NA,NA,NA,NA,2,NA
827,5,59868568,60930753,TRUE,132,1722,0.000250472,0.000233118,0.231023,0.00231449,FALSE,NA,NA,NA,NA,NA,NA,2,NA
828,5,60930754,62180368,TRUE,215,2044,NA,0.000395979,NA,8.00528e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
829,5,62180369,63214089,TRUE,186,2421,NA,0.000360879,NA,0.000121745,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
830,5,63214090,64438518,TRUE,189,1786,0.000963916,0.000269362,0.0148552,0.00256046,TRUE,-0.0381807,-0.0381807,FALSE,-1,0.62205,0.910019,2,NA
831,5,64438519,65606870,TRUE,188,2019,0.000113968,0.000281651,0.380471,0.00242831,FALSE,NA,NA,NA,NA,NA,NA,2,NA
832,5,65606871,67096191,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
833,5,67096192,68006993,TRUE,279,1828,0.000676543,0.000128037,0.0951732,0.122055,FALSE,NA,NA,NA,NA,NA,NA,2,NA
834,5,68006994,71468651,TRUE,249,2764,NA,7.15104e-05,NA,0.238032,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
835,5,71468652,73314061,TRUE,340,3245,NA,0.000112601,NA,0.170034,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
836,5,73314062,74245354,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
837,5,74245355,75239302,TRUE,109,1797,0.000695096,0.00040519,0.0205115,4.84564e-07,TRUE,0.0449588,0.0449588,FALSE,-0.77502,0.61401,0.875297,2,NA
838,5,75239303,75959515,TRUE,212,1595,NA,0.00026349,NA,0.00449952,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
839,5,75959516,77290255,TRUE,397,2935,NA,0.000273891,NA,0.0214562,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
840,5,77290256,79005158,TRUE,310,2920,NA,0.000394673,NA,0.000782239,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
841,5,79005159,80448225,TRUE,452,3421,0.000176655,0.00073052,0.384806,8.56678e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
842,5,80448226,81710194,TRUE,272,2021,0.000505635,0.000714483,0.157165,6.75318e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
843,5,81710195,82720248,TRUE,237,1891,0.000533524,3.58013e-05,0.129346,0.350343,FALSE,NA,NA,NA,NA,NA,NA,2,NA
844,5,82720249,84094797,TRUE,377,2280,NA,0.000105079,NA,0.202122,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
845,5,84094798,84697850,TRUE,118,1870,NA,0.000137166,NA,0.0318764,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
846,5,84697851,85311779,TRUE,86,1822,NA,7.09314e-05,NA,0.122333,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
847,5,85311780,86493763,TRUE,207,2373,NA,8.6697e-05,NA,0.177762,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
848,5,86493764,87943482,TRUE,138,1894,0.000100893,0.000783025,0.375083,7.75797e-14,FALSE,NA,NA,NA,NA,NA,NA,2,NA
849,5,87943483,89584466,TRUE,261,1794,8.01941e-06,0.000867594,0.481877,4.65003e-12,FALSE,NA,NA,NA,NA,NA,NA,2,NA
850,5,89584467,90793804,TRUE,256,1947,NA,0.000572983,NA,5.52755e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
851,5,90793805,91956905,TRUE,174,1798,NA,0.0002303,NA,0.00730691,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
852,5,91956906,93814604,TRUE,297,2076,0.000511765,0.000533909,0.164502,1.13877e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
853,5,93814605,95117259,TRUE,302,2158,2.7085e-06,0.000155792,0.487142,0.0888576,FALSE,NA,NA,NA,NA,NA,NA,2,NA
854,5,95117260,96467377,TRUE,289,2629,0.000462508,0.000226898,0.184467,0.0225866,FALSE,NA,NA,NA,NA,NA,NA,2,NA
855,5,96467378,97316601,TRUE,69,2197,NA,2.59471e-05,NA,0.297429,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
856,5,97316602,98567769,TRUE,199,2578,NA,0.000109332,NA,0.123284,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
857,5,98567770,99257995,TRUE,54,1494,NA,0.000278028,NA,3.90928e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
858,5,99257996,100594081,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
859,5,100594082,101575367,TRUE,131,2322,NA,9.99784e-05,NA,0.0953768,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
860,5,101575368,102903985,TRUE,132,2782,0.000270759,0.000152416,0.214738,0.0440089,FALSE,NA,NA,NA,NA,NA,NA,2,NA
861,5,102903986,103788460,TRUE,262,1809,0.000805672,0.000692988,0.0559553,8.91712e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
862,5,103788461,104850490,TRUE,180,2336,0.000615154,0.000599565,0.0713906,4.1151e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
863,5,104850491,106389388,TRUE,284,3071,NA,0.000226433,NA,0.0247625,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
864,5,106389389,107265911,TRUE,277,1923,NA,0.000578124,NA,9.03935e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
865,5,107265912,108641784,TRUE,224,3176,NA,0.000520445,NA,1.12103e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
866,5,108641785,109606905,TRUE,186,2233,NA,0.000108871,NA,0.109613,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
867,5,109606906,110819517,TRUE,142,2048,NA,0.000152923,NA,0.0401294,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
868,5,110819518,111983115,TRUE,254,2566,1.95888e-05,0.000274003,0.472172,0.00610184,FALSE,NA,NA,NA,NA,NA,NA,2,NA
869,5,111983116,113121555,TRUE,193,3105,0.000401583,0.000548702,0.170406,2.00453e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
870,5,113121556,113998532,TRUE,244,2235,0.00131722,NA,0.00473452,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
871,5,113998533,115117631,TRUE,234,2466,NA,0.000166755,NA,0.0515708,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
872,5,115117632,116208000,TRUE,322,3014,NA,0.000522575,NA,2.3472e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
873,5,116208001,117348497,TRUE,305,2946,NA,0.00042834,NA,0.000257067,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
874,5,117348498,118605251,TRUE,327,2980,NA,0.000277892,NA,0.0115518,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
875,5,118605252,119664173,TRUE,259,2411,NA,0.000263828,NA,0.00804253,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
876,5,119664174,120371857,TRUE,142,1788,0.000154444,0.000148047,0.323725,0.0377946,FALSE,NA,NA,NA,NA,NA,NA,2,NA
