locus	chr	start	stop	phen	h2.obs	h2.latent	ascertained	p
616	4	15910802	17290236	SCZ	0.000328893	0.000526758	FALSE	0.0814005
617	4	17290237	18753263	ASD	1.55743e-05	2.50842e-05	FALSE	0.47781
617	4	17290237	18753263	SCZ	0.000440667	0.000705777	FALSE	0.0144979
618	4	18753264	20086838	SCZ	0.00105686	0.00169268	FALSE	3.18178e-08
619	4	20086839	21416380	ASD	0.000742674	0.00119616	FALSE	0.120768
619	4	20086839	21416380	SCZ	0.000731343	0.00117133	FALSE	0.00113021
620	4	21416381	22835185	SCZ	0.000205023	0.000328367	FALSE	0.148865
621	4	22835186	23858350	SCZ	0.000719296	0.00115203	FALSE	9.85052e-05
622	4	23858351	24764724	ASD	0.000258763	0.000416768	FALSE	0.313024
622	4	23858351	24764724	SCZ	0.00071137	0.00113934	FALSE	0.000458254
623	4	24764725	25832018	ASD	0.000948771	0.00152811	FALSE	0.0501673
623	4	24764725	25832018	SCZ	0.000793975	0.00127164	FALSE	0.000149804
624	4	25832019	27385580	SCZ	0.00113041	0.00181047	FALSE	4.10697e-06
625	4	27385581	28177792	SCZ	0.000247855	0.000396967	FALSE	0.0741391
626	4	28177793	28927438	SCZ	0.000278935	0.000446745	FALSE	0.0244534
627	4	28927439	29758399	SCZ	0.000134243	0.000215005	FALSE	0.163959
628	4	29758400	30455555	ASD	0.000231453	0.000372782	FALSE	0.25721
628	4	29758400	30455555	SCZ	0.000198531	0.000317969	FALSE	0.0748784
629	4	30455556	31395092	SCZ	0.000647429	0.00103693	FALSE	0.000117744
630	4	31395093	32260117	SCZ	0.000583898	0.000935176	FALSE	9.35907e-05
631	4	32260118	32746820	SCZ	0.000159481	0.000255426	FALSE	0.0631398
632	4	32746821	33640822	ASD	0.000182667	0.000294206	FALSE	0.250663
632	4	32746821	33640822	SCZ	0.000212375	0.000340143	FALSE	0.0258653
633	4	33640823	34721845	ASD	0.000157012	0.000252887	FALSE	0.248607
633	4	33640823	34721845	SCZ	0.000327668	0.000524796	FALSE	0.000683373
634	4	34721846	35411236	SCZ	3.24113e-05	5.19103e-05	FALSE	0.392868
636	4	35993839	36671801	ASD	0.000172432	0.000277722	FALSE	0.321712
636	4	35993839	36671801	SCZ	0.000151844	0.000243195	FALSE	0.143947
637	4	36671802	37880860	SCZ	0.000558124	0.000893896	FALSE	0.00652772
638	4	37880861	38984838	SCZ	0.000668077	0.00107	FALSE	0.00260626
639	4	38984839	39820061	SCZ	0.000444967	0.000712664	FALSE	0.00387645
640	4	39820062	40590541	SCZ	0.000102159	0.000163619	FALSE	0.284204
641	4	40590542	41360937	SCZ	5.61979e-05	9.0007e-05	FALSE	0.359959
642	4	41360938	42189251	ASD	0.000400081	0.000644377	FALSE	0.156186
642	4	41360938	42189251	SCZ	0.000326423	0.000522802	FALSE	0.0151202
643	4	42189252	43192424	ASD	0.000417507	0.000672444	FALSE	0.186423
643	4	42189252	43192424	SCZ	0.000653374	0.00104645	FALSE	0.00021711
644	4	43192425	43962561	ASD	5.35868e-05	8.63078e-05	FALSE	0.427682
644	4	43192425	43962561	SCZ	0.000459464	0.000735882	FALSE	0.000949697
645	4	43962562	45186767	ASD	0.000605326	0.000974948	FALSE	0.099883
645	4	43962562	45186767	SCZ	0.000809619	0.00129669	FALSE	8.57523e-06
646	4	45186768	46358360	ASD	0.000401015	0.000645881	FALSE	0.184571
646	4	45186768	46358360	SCZ	0.000253957	0.000406741	FALSE	0.0633699
647	4	46358361	47408265	ASD	0.000751163	0.00120984	FALSE	0.0534781
647	4	46358361	47408265	SCZ	0.000625691	0.00100211	FALSE	0.00023183
648	4	47408266	49325138	SCZ	0.000695031	0.00111317	FALSE	0.000283569
649	4	49325139	53879571	ASD	0.000148845	0.000239732	FALSE	0.338175
649	4	49325139	53879571	SCZ	0.00020449	0.000327513	FALSE	0.0741471
650	4	53879572	54659778	SCZ	0.000503581	0.000806541	FALSE	0.000772093
651	4	54659779	55681701	SCZ	0.000854682	0.00136887	FALSE	2.11929e-05
652	4	55681702	57103100	SCZ	0.00022679	0.00036323	FALSE	0.145054
653	4	57103101	58011085	SCZ	0.000866483	0.00138777	FALSE	1.3344e-05
654	4	58011086	58940256	SCZ	0.000480734	0.000769948	FALSE	0.00638903
655	4	58940257	59692948	ASD	0.000219677	0.000353815	FALSE	0.277779
655	4	58940257	59692948	SCZ	0.00021179	0.000339205	FALSE	0.0693853
656	4	59692949	60746709	SCZ	0.000543331	0.000870204	FALSE	0.00110766
657	4	60746710	61971161	ASD	0.000304435	0.000490329	FALSE	0.232165
657	4	60746710	61971161	SCZ	0.000286079	0.000458187	FALSE	0.0361349
658	4	61971162	63337954	ASD	9.69259e-05	0.00015611	FALSE	0.421769
658	4	61971162	63337954	SCZ	0.001247	0.0019972	FALSE	2.62223e-08
659	4	63337955	64117431	SCZ	0.000473839	0.000758905	FALSE	0.000948343
660	4	64117432	65563100	SCZ	6.65839e-05	0.000106641	FALSE	0.327254
661	4	65563101	66597446	SCZ	0.000516322	0.000826947	FALSE	0.00158106
662	4	66597447	67616362	SCZ	0.000195509	0.00031313	FALSE	0.0960952
663	4	67616363	68742859	SCZ	0.000192106	0.000307679	FALSE	0.113633
664	4	68742860	69603368	SCZ	3.56358e-05	5.70746e-05	FALSE	0.365589
665	4	69603369	70516836	SCZ	0.000265122	0.000424622	FALSE	0.0121575
666	4	70516837	71468300	ASD	0.000439488	0.000707847	FALSE	0.131743
666	4	70516837	71468300	SCZ	5.4095e-05	8.6639e-05	FALSE	0.33751
667	4	71468301	73258294	ASD	0.000359102	0.000578375	FALSE	0.216885
667	4	71468301	73258294	SCZ	0.000121926	0.000195277	FALSE	0.22961
668	4	73258295	74885900	SCZ	4.41472e-05	7.07065e-05	FALSE	0.38766
669	4	74885901	76497358	SCZ	0.000493993	0.000791183	FALSE	0.00696435
670	4	76497359	78045637	ASD	0.000186282	0.000300029	FALSE	0.363027
670	4	76497359	78045637	SCZ	0.000739268	0.00118402	FALSE	0.000362371
671	4	78045638	78967715	SCZ	0.000549843	0.000880633	FALSE	0.00042958
672	4	78967716	79880101	SCZ	0.000464497	0.000743942	FALSE	0.0015397
673	4	79880102	81206182	ASD	1.83567e-05	2.95657e-05	FALSE	0.472802
673	4	79880102	81206182	SCZ	0.000485146	0.000777014	FALSE	0.00399959
674	4	81206183	82655623	ASD	0.000217241	0.000349892	FALSE	0.311435
674	4	81206183	82655623	SCZ	0.000440013	0.000704729	FALSE	0.00671899
675	4	82655624	84003062	ASD	0.000138691	0.000223377	FALSE	0.383543
675	4	82655624	84003062	SCZ	0.000548429	0.000878369	FALSE	0.00252299
676	4	84003063	85437805	SCZ	0.000409938	0.000656561	FALSE	0.0150186
677	4	85437806	86931670	ASD	9.61412e-05	0.000154847	FALSE	0.395171
677	4	85437806	86931670	SCZ	0.000335562	0.000537439	FALSE	0.0157092
678	4	86931671	88502717	SCZ	0.000788644	0.0012631	FALSE	2.5842e-05
679	4	88502718	89244554	SCZ	0.000255094	0.000408561	FALSE	0.0545339
681	4	90236972	91309863	SCZ	0.00043502	0.000696732	FALSE	0.00444961
682	4	91309864	92219192	SCZ	0.000501557	0.000803298	FALSE	0.00230301
683	4	92219193	93451599	SCZ	0.00036439	0.000583611	FALSE	0.0182448
684	4	93451600	94757265	SCZ	0.000503632	0.000806622	FALSE	0.00368015
685	4	94757266	96183801	ASD	8.29258e-05	0.000133562	FALSE	0.425239
685	4	94757266	96183801	SCZ	0.00030884	0.000494641	FALSE	0.0521633
686	4	96183802	97540787	ASD	0.000242104	0.000389936	FALSE	0.312857
686	4	96183802	97540787	SCZ	0.000318001	0.000509313	FALSE	0.0486072
687	4	97540788	98445515	ASD	0.000644578	0.00103817	FALSE	0.058138
687	4	97540788	98445515	SCZ	0.000458264	0.00073396	FALSE	0.00163038
688	4	98445516	99532480	ASD	0.000158584	0.000255418	FALSE	0.299737
688	4	98445516	99532480	SCZ	7.28614e-05	0.000116695	FALSE	0.254659
689	4	99532481	100333334	ASD	0.000215813	0.000347591	FALSE	0.278637
689	4	99532481	100333334	SCZ	7.77254e-05	0.000124486	FALSE	0.277082
690	4	100333335	101132995	SCZ	0.0004715	0.000755159	FALSE	0.0017799
691	4	101132996	102544803	SCZ	0.000713576	0.00114287	FALSE	0.000195861
692	4	102544804	104384534	ASD	9.37522e-05	0.000150999	FALSE	0.421055
692	4	102544804	104384534	SCZ	0.00084432	0.00135227	FALSE	3.56926e-05
693	4	104384535	105319195	ASD	0.000745279	0.00120036	FALSE	0.0288404
693	4	104384535	105319195	SCZ	0.000104066	0.000166672	FALSE	0.213395
694	4	105319196	106479155	ASD	0.000347215	0.000559229	FALSE	0.228639
694	4	105319196	106479155	SCZ	0.000380543	0.000609481	FALSE	0.0169033
695	4	106479156	108131206	SCZ	0.000348821	0.000558676	FALSE	0.0368569
696	4	108131207	109122458	SCZ	0.000239447	0.000383501	FALSE	0.0700426
697	4	109122459	109978982	ASD	0.000218126	0.000351318	FALSE	0.310415
697	4	109122459	109978982	SCZ	0.000336127	0.000538345	FALSE	0.0261937
698	4	109978983	111733579	ASD	0.000552104	0.000889227	FALSE	0.188101
698	4	109978983	111733579	SCZ	0.000533825	0.00085498	FALSE	0.0112795
699	4	111733580	112830229	SCZ	9.46128e-05	0.000151533	FALSE	0.269921
700	4	112830230	113916002	SCZ	0.000225095	0.000360515	FALSE	0.0819769
701	4	113916003	115306149	ASD	0.000690429	0.00111202	FALSE	0.111835
701	4	113916003	115306149	SCZ	0.00037741	0.000604464	FALSE	0.0344004
702	4	115306150	116204703	ASD	0.000264388	0.000425827	FALSE	0.226866
702	4	115306150	116204703	SCZ	0.000437817	0.000701211	FALSE	0.00116865
703	4	116204704	117313636	ASD	0.000247929	0.000399319	FALSE	0.262101
703	4	116204704	117313636	SCZ	0.000317704	0.000508837	FALSE	0.0185958
704	4	117313637	118395262	SCZ	0.000140992	0.000225814	FALSE	0.189385
705	4	118395263	119138097	ASD	0.000678863	0.00109339	FALSE	0.0335914
705	4	118395263	119138097	SCZ	0.000380059	0.000608705	FALSE	0.00306412
706	4	119138098	119927262	SCZ	0.000104962	0.000168109	FALSE	0.210379
707	4	119927263	120563073	SCZ	0.000119168	0.000190861	FALSE	0.13323
708	4	120563074	121393008	ASD	0.000486962	0.000784308	FALSE	0.110592
708	4	120563074	121393008	SCZ	0.000192082	0.000307641	FALSE	0.0908118
709	4	121393009	121981243	SCZ	0.000459521	0.000735974	FALSE	0.000490277
710	4	121981244	122655434	SCZ	0.000282229	0.000452021	FALSE	0.0475772
711	4	122655435	123768693	ASD	5.98946e-05	9.64673e-05	FALSE	0.432745
711	4	122655435	123768693	SCZ	0.000681729	0.00109186	FALSE	5.33362e-05
712	4	123768694	124534997	ASD	7.32128e-05	0.000117918	FALSE	0.406705
712	4	123768694	124534997	SCZ	0.000405794	0.000649924	FALSE	0.00263833
713	4	124534998	125486535	SCZ	0.000669905	0.00107293	FALSE	4.99885e-05
714	4	125486536	126476842	SCZ	0.000147735	0.000236615	FALSE	0.193049
715	4	126476843	127279171	ASD	0.000113206	0.000182331	FALSE	0.389036
715	4	126476843	127279171	SCZ	2.08543e-05	3.34004e-05	FALSE	0.435856
716	4	127279172	128321876	SCZ	0.000163789	0.000262326	FALSE	0.144441
717	4	128321877	129625376	ASD	0.000565992	0.000911595	FALSE	0.107698
717	4	128321877	129625376	SCZ	0.000170147	0.00027251	FALSE	0.152859
718	4	129625377	131098950	ASD	0.000280721	0.000452133	FALSE	0.282729
718	4	129625377	131098950	SCZ	0.00035334	0.000565912	FALSE	0.0299423
719	4	131098951	131873453	SCZ	4.14446e-05	6.6378e-05	FALSE	0.366689
720	4	131873454	132801980	ASD	0.000125058	0.00020142	FALSE	0.348371
720	4	131873454	132801980	SCZ	0.000116585	0.000186723	FALSE	0.175829
721	4	132801981	133524886	ASD	0.000196853	0.000317055	FALSE	0.247232
721	4	132801981	133524886	SCZ	0.000239111	0.000382962	FALSE	0.0192501
722	4	133524887	134109978	ASD	6.76541e-05	0.000108965	FALSE	0.383801
722	4	133524887	134109978	SCZ	0.000254985	0.000408386	FALSE	0.0098521
723	4	134109979	135809542	SCZ	0.000494715	0.000792341	FALSE	0.00392721
724	4	135809543	137400031	SCZ	0.000356893	0.000571602	FALSE	0.031773
725	4	137400032	138537344	ASD	0.000136822	0.000220367	FALSE	0.389324
725	4	137400032	138537344	SCZ	0.000261731	0.000419191	FALSE	0.0883679
726	4	138537345	139553760	SCZ	0.000218432	0.000349842	FALSE	0.115288
727	4	139553761	141087047	SCZ	0.000950936	0.00152303	FALSE	9.33145e-05
728	4	141087048	142807914	ASD	0.000204957	0.000330107	FALSE	0.355211
728	4	141087048	142807914	SCZ	0.00118257	0.00189402	FALSE	2.44057e-07
729	4	142807915	144401042	SCZ	0.000190101	0.000304468	FALSE	0.119918
730	4	144401043	146174871	ASD	0.000403163	0.000649341	FALSE	0.190916
730	4	144401043	146174871	SCZ	0.000285673	0.000457537	FALSE	0.0485005
731	4	146174872	147161042	SCZ	0.000283705	0.000454385	FALSE	0.0622744
732	4	147161043	148462208	SCZ	0.000250081	0.000400532	FALSE	0.0652973
733	4	148462209	149998528	SCZ	0.000649636	0.00104046	FALSE	0.00163833
734	4	149998529	151014322	ASD	0.000190365	0.000306605	FALSE	0.315627
734	4	149998529	151014322	SCZ	0.00010654	0.000170635	FALSE	0.234928
735	4	151014323	152162098	SCZ	0.000639581	0.00102436	FALSE	3.97644e-05
736	4	152162099	153520883	SCZ	0.000738476	0.00118275	FALSE	0.000115605
737	4	153520884	155044409	SCZ	0.000739438	0.00118429	FALSE	0.00154967
738	4	155044410	156520288	SCZ	0.000340918	0.000546017	FALSE	0.0582605
739	4	156520289	157597309	SCZ	0.000634368	0.00101601	FALSE	0.000895052
740	4	157597310	159176073	SCZ	7.72694e-05	0.000123755	FALSE	0.320992
741	4	159176074	160828480	SCZ	0.000227847	0.000364922	FALSE	0.112744
742	4	160828481	161666201	SCZ	0.00031186	0.000499478	FALSE	0.0375091
743	4	161666202	162239289	SCZ	0.000166029	0.000265914	FALSE	0.101408
744	4	162239290	163245541	SCZ	0.000314558	0.000503799	FALSE	0.037312
745	4	163245542	163937103	ASD	5.79686e-05	9.33651e-05	FALSE	0.422855
745	4	163245542	163937103	SCZ	0.00011623	0.000186156	FALSE	0.187188
746	4	163937104	164781847	ASD	0.000755072	0.00121613	FALSE	0.0475805
746	4	163937104	164781847	SCZ	0.000341518	0.000546979	FALSE	0.0195255
747	4	164781848	165824650	SCZ	0.000575319	0.000921436	FALSE	0.00218152
748	4	165824651	166702855	SCZ	0.000515807	0.000826122	FALSE	0.0042264
749	4	166702856	167643768	ASD	0.000280003	0.000450978	FALSE	0.22573
749	4	166702856	167643768	SCZ	0.000271547	0.000434912	FALSE	0.0293083
750	4	167643769	168623790	SCZ	0.000436624	0.000699301	FALSE	0.00500922
751	4	168623791	169555114	ASD	0.000118088	0.000190195	FALSE	0.391665
751	4	168623791	169555114	SCZ	0.000321076	0.000514239	FALSE	0.0353174
752	4	169555115	170682809	SCZ	0.000548951	0.000879205	FALSE	0.00122054
753	4	170682810	171643019	ASD	0.000332586	0.000535668	FALSE	0.216177
753	4	170682810	171643019	SCZ	0.000331713	0.000531275	FALSE	0.0203012
754	4	171643020	172555990	SCZ	0.000127861	0.000204783	FALSE	0.149502
755	4	172555991	174470206	ASD	0.000948741	0.00152806	FALSE	0.053611
755	4	172555991	174470206	SCZ	0.000435257	0.000697112	FALSE	0.0211418
756	4	174470207	175295842	SCZ	0.000263624	0.000422223	FALSE	0.0765809
757	4	175295843	175959697	ASD	2.53494e-05	4.08282e-05	FALSE	0.465374
757	4	175295843	175959697	SCZ	0.000121743	0.000194984	FALSE	0.223163
758	4	175959698	177129678	ASD	0.000269462	0.000433999	FALSE	0.299454
758	4	175959698	177129678	SCZ	0.00139192	0.00222932	FALSE	2.34844e-10
760	4	178314528	179233905	SCZ	0.000585511	0.000937759	FALSE	0.000919308
761	4	179233906	179932391	ASD	0.000149543	0.000240856	FALSE	0.338912
761	4	179233906	179932391	SCZ	0.000178243	0.000285476	FALSE	0.104183
762	4	179932392	180540877	SCZ	0.000171813	0.000275178	FALSE	0.116533
763	4	180540878	181122433	SCZ	0.000272175	0.000435918	FALSE	0.0560142
764	4	181122434	182065646	SCZ	0.000176026	0.000281925	FALSE	0.213076
765	4	182065647	182946258	SCZ	0.000722917	0.00115783	FALSE	0.00151201
766	4	182946259	183603892	SCZ	0.00113327	0.00181506	FALSE	4.32154e-07
767	4	183603893	184338584	SCZ	0.000418712	0.000670612	FALSE	0.0130099
768	4	184338585	185483262	SCZ	0.000396523	0.000635076	FALSE	0.0600105
769	4	185483263	186232882	SCZ	0.000537898	0.000861503	FALSE	0.00208412
770	4	186232883	186881568	ASD	1.22189e-05	1.96799e-05	FALSE	0.480065
770	4	186232883	186881568	SCZ	0.000356866	0.00057156	FALSE	0.0349799
771	4	186881569	187985393	SCZ	0.000247815	0.000396903	FALSE	0.159075
772	4	187985394	189153279	SCZ	0.000624162	0.000999663	FALSE	0.00438498
773	4	189153280	189899573	ASD	0.000465575	0.000749862	FALSE	0.200454
773	4	189153280	189899573	SCZ	0.000834645	0.00133677	FALSE	6.54507e-05
774	4	189899574	191043880	SCZ	0.000130583	0.000209144	FALSE	0.215544
775	5	10043	598320	SCZ	6.1344e-05	9.82491e-05	FALSE	0.299054
776	5	598321	1206609	SCZ	0.000210829	0.000337665	FALSE	0.0648192
777	5	1206610	2106885	SCZ	5.68233e-05	9.10087e-05	FALSE	0.400367
779	5	2960069	3677595	ASD	0.000300999	0.000484794	FALSE	0.290774
779	5	2960069	3677595	SCZ	0.000184202	0.00029502	FALSE	0.179084
780	5	3677596	4636542	SCZ	0.000432981	0.000693467	FALSE	0.00833256
781	5	4636543	5828694	ASD	0.000822484	0.00132471	FALSE	0.0960671
781	5	4636543	5828694	SCZ	0.000375381	0.000601214	FALSE	0.0501396
782	5	5828695	6936733	SCZ	0.000853723	0.00136733	FALSE	0.000302615
783	5	6936734	8079415	ASD	0.00115976	0.00186793	FALSE	0.0200258
783	5	6936734	8079415	SCZ	0.00127486	0.00204182	FALSE	5.97744e-09
784	5	8079416	9203855	SCZ	0.000148859	0.000238414	FALSE	0.187922
786	5	10549030	11850850	SCZ	0.000435848	0.000698058	FALSE	0.0300944
787	5	11850851	12867189	ASD	0.000298029	0.00048001	FALSE	0.195708
787	5	11850851	12867189	SCZ	0.000519341	0.000831782	FALSE	0.000152446
788	5	12867190	13608147	SCZ	0.000171743	0.000275066	FALSE	0.10206
789	5	13608148	14910295	SCZ	0.000270564	0.000433338	FALSE	0.106506
790	5	14910296	16592319	SCZ	0.000370545	0.000593469	FALSE	0.0462939
791	5	16592320	17803477	SCZ	0.00045811	0.000733713	FALSE	0.0251552
792	5	17803478	18791410	ASD	0.000505831	0.000814699	FALSE	0.120222
792	5	17803478	18791410	SCZ	0.000521929	0.000835926	FALSE	0.000894357
793	5	18791411	20397013	ASD	0.000156932	0.000252757	FALSE	0.362684
793	5	18791411	20397013	SCZ	0.000180231	0.00028866	FALSE	0.148612
794	5	20397014	21211399	SCZ	6.01309e-05	9.63063e-05	FALSE	0.289208
795	5	21211400	22149042	SCZ	0.000182524	0.000292332	FALSE	0.0923087
796	5	22149043	23246745	SCZ	0.000993891	0.00159183	FALSE	8.62988e-09
797	5	23246746	24362661	SCZ	0.000360938	0.000578081	FALSE	0.00631565
798	5	24362662	25722097	SCZ	0.000202212	0.000323864	FALSE	0.133579
799	5	25722098	26938178	SCZ	0.000127932	0.000204898	FALSE	0.224127
800	5	26938179	28315653	SCZ	0.000503687	0.00080671	FALSE	0.00438077
801	5	28315654	29593755	ASD	0.00027178	0.000437734	FALSE	0.273257
801	5	28315654	29593755	SCZ	0.00044762	0.000716912	FALSE	0.00592889
802	5	29593756	30416066	SCZ	0.000138799	0.000222302	FALSE	0.175298
803	5	30416067	31679464	SCZ	0.000710365	0.00113773	FALSE	0.00124299
804	5	31679465	32727914	SCZ	0.000379955	0.000608539	FALSE	0.0380143
805	5	32727915	33971056	SCZ	0.000105682	0.000169261	FALSE	0.281725
806	5	33971057	35157146	SCZ	0.000352302	0.00056425	FALSE	0.0310659
807	5	35157147	36431967	ASD	0.000401755	0.000647073	FALSE	0.217341
807	5	35157147	36431967	SCZ	0.000415154	0.000664914	FALSE	0.0168176
808	5	36431968	37925487	SCZ	0.00045535	0.000729293	FALSE	0.00987333
809	5	37925488	39438985	ASD	0.000440318	0.000709183	FALSE	0.222561
809	5	37925488	39438985	SCZ	0.000234312	0.000375277	FALSE	0.133874
810	5	39438986	40290851	ASD	0.000102068	0.000164392	FALSE	0.388569
810	5	39438986	40290851	SCZ	0.000313647	0.00050234	FALSE	0.0214859
811	5	40290852	41279590	SCZ	0.000238345	0.000381735	FALSE	0.0709808
812	5	41279591	42856332	SCZ	0.000861761	0.0013802	FALSE	7.13729e-07
813	5	42856333	44049878	SCZ	9.42747e-05	0.000150991	FALSE	0.242949
814	5	44049879	45305566	ASD	0.000135485	0.000218214	FALSE	0.347906
814	5	44049879	45305566	SCZ	0.000488499	0.000782385	FALSE	0.000590978
815	5	45305567	46388848	ASD	0.000103167	0.000166163	FALSE	0.331184
815	5	45305567	46388848	SCZ	0.000816773	0.00130815	FALSE	1.62766e-10
816	5	46388849	50164835	ASD	0.000159581	0.000257023	FALSE	0.217912
816	5	46388849	50164835	SCZ	0.000339843	0.000544295	FALSE	0.000151734
817	5	50164836	51203265	SCZ	0.000304342	0.000487437	FALSE	0.03019
818	5	51203266	52139773	SCZ	0.000459076	0.000735261	FALSE	0.00331662
819	5	52139774	52837225	ASD	0.000473892	0.000763258	FALSE	0.128906
819	5	52139774	52837225	SCZ	0.00041143	0.00065895	FALSE	0.00520788
820	5	52837226	53747856	SCZ	0.000763632	0.00122304	FALSE	7.05183e-05
821	5	53747857	55221398	ASD	8.8841e-05	0.000143089	FALSE	0.425045
821	5	53747857	55221398	SCZ	0.000648939	0.00103935	FALSE	0.000962025
822	5	55221399	55968966	ASD	0.000949278	0.00152892	FALSE	0.04824
823	5	55968967	56896890	SCZ	0.000784297	0.00125614	FALSE	3.81221e-05
824	5	56896891	57895012	ASD	8.6738e-05	0.000139702	FALSE	0.415534
824	5	56896891	57895012	SCZ	0.000832734	0.00133371	FALSE	5.82614e-06
825	5	57895013	58721458	SCZ	0.000808162	0.00129436	FALSE	3.49614e-05
826	5	58721459	59868567	ASD	0.000308963	0.000497621	FALSE	0.23597
826	5	58721459	59868567	SCZ	0.000609206	0.00097571	FALSE	0.000232325
827	5	59868568	60930753	ASD	8.88327e-05	0.000143075	FALSE	0.392723
827	5	59868568	60930753	SCZ	0.000569563	0.000912217	FALSE	9.98168e-05
828	5	60930754	62180368	SCZ	8.29152e-05	0.000132798	FALSE	0.306674
829	5	62180369	63214089	ASD	3.26511e-05	5.25884e-05	FALSE	0.456894
829	5	62180369	63214089	SCZ	0.000371777	0.000595442	FALSE	0.0119843
830	5	63214090	64438518	ASD	0.000810238	0.00130498	FALSE	0.0354771
830	5	63214090	64438518	SCZ	0.000514946	0.000824742	FALSE	0.00114324
831	5	64438519	65606870	ASD	0.000184749	0.00029756	FALSE	0.328238
831	5	64438519	65606870	SCZ	0.000174935	0.000280178	FALSE	0.13717
832	5	65606871	67096191	ASD	4.80967e-05	7.74653e-05	FALSE	0.456308
832	5	65606871	67096191	SCZ	0.000362873	0.00058118	FALSE	0.0420416
833	5	67096192	68006993	ASD	0.00071375	0.00114958	FALSE	0.09848
833	5	67096192	68006993	SCZ	0.000453655	0.000726579	FALSE	0.0132972
835	5	71468652	73314061	SCZ	0.00086606	0.00138709	FALSE	0.000117361
837	5	74245355	75239302	ASD	0.000543618	0.000875559	FALSE	0.0728913
837	5	74245355	75239302	SCZ	0.000433547	0.000694373	FALSE	0.00130844
838	5	75239303	75959515	SCZ	0.000571248	0.000914916	FALSE	0.00103124
839	5	75959516	77290255	ASD	3.19764e-05	5.15018e-05	FALSE	0.470614
839	5	75959516	77290255	SCZ	0.000516746	0.000827626	FALSE	0.0135904
840	5	77290256	79005158	ASD	0.000171429	0.000276107	FALSE	0.374265
840	5	77290256	79005158	SCZ	0.000623443	0.000998513	FALSE	0.00223431
841	5	79005159	80448225	ASD	0.000512271	0.000825071	FALSE	0.216582
841	5	79005159	80448225	SCZ	0.00147922	0.00236912	FALSE	1.21185e-08
842	5	80448226	81710194	ASD	0.000572008	0.000921286	FALSE	0.136697
842	5	80448226	81710194	SCZ	0.000397198	0.000636156	FALSE	0.0205039
843	5	81710195	82720248	ASD	0.000333064	0.000536439	FALSE	0.246043
843	5	81710195	82720248	SCZ	8.48776e-05	0.000135941	FALSE	0.308468
844	5	82720249	84094797	SCZ	0.000458346	0.000734091	FALSE	0.0228476
845	5	84094798	84697850	SCZ	1.18611e-05	1.89969e-05	FALSE	0.44445
846	5	84697851	85311779	SCZ	3.72242e-05	5.96187e-05	FALSE	0.342328
847	5	85311780	86493763	SCZ	0.000445391	0.000713343	FALSE	0.00653522
848	5	86493764	87943482	ASD	0.000277337	0.000446683	FALSE	0.244017
848	5	86493764	87943482	SCZ	0.000954082	0.00152807	FALSE	3.87072e-08
849	5	87943483	89584466	ASD	0.000268098	0.000431803	FALSE	0.307221
849	5	87943483	89584466	SCZ	0.00129484	0.00207383	FALSE	6.67049e-09
850	5	89584467	90793804	SCZ	0.000708415	0.0011346	FALSE	0.000212293
851	5	90793805	91956905	SCZ	0.000927247	0.00148509	FALSE	1.72099e-07
852	5	91956906	93814604	ASD	0.000495916	0.00079873	FALSE	0.190538
852	5	91956906	93814604	SCZ	0.00104173	0.00166844	FALSE	2.52745e-06
853	5	93814605	95117259	SCZ	0.000685964	0.00109865	FALSE	0.000706516
854	5	95117260	96467377	ASD	0.000834312	0.00134376	FALSE	0.0664674
854	5	95117260	96467377	SCZ	0.000573095	0.000917874	FALSE	0.00279256
855	5	96467378	97316601	ASD	4.86358e-05	7.83336e-05	FALSE	0.420947
855	5	96467378	97316601	SCZ	0.000203408	0.00032578	FALSE	0.0421302
856	5	97316602	98567769	SCZ	0.000258744	0.000414407	FALSE	0.0684163
857	5	98567770	99257995	ASD	0.000381212	0.000613986	FALSE	0.0848802
857	5	98567770	99257995	SCZ	0.000154697	0.000247763	FALSE	0.0614746
858	5	99257996	100594081	ASD	5.77104e-05	9.29493e-05	FALSE	0.424614
858	5	99257996	100594081	SCZ	0.000306122	0.000490288	FALSE	0.0164028
859	5	100594082	101575367	SCZ	0.000226647	0.000362999	FALSE	0.0493996
860	5	101575368	102903985	ASD	0.000392516	0.000632192	FALSE	0.155708
860	5	101575368	102903985	SCZ	0.000494467	0.000791942	FALSE	0.000930321
861	5	102903986	103788460	ASD	0.000767142	0.00123557	FALSE	0.0730914
861	5	102903986	103788460	SCZ	0.00112577	0.00180305	FALSE	5.4004e-08
862	5	103788461	104850490	ASD	0.000458575	0.000738588	FALSE	0.139803
862	5	103788461	104850490	SCZ	0.000465286	0.000745207	FALSE	0.00225965
863	5	104850491	106389388	SCZ	0.000174812	0.000279981	FALSE	0.183818
864	5	106389389	107265911	SCZ	0.00122331	0.00195926	FALSE	8.71665e-09
865	5	107265912	108641784	SCZ	0.000300026	0.000480525	FALSE	0.04775
866	5	108641785	109606905	SCZ	0.000299597	0.000479837	FALSE	0.042504
867	5	109606906	110819517	SCZ	0.000653615	0.00104684	FALSE	6.0377e-05
868	5	110819518	111983115	SCZ	0.000518048	0.000829711	FALSE	0.00368859
869	5	111983116	113121555	ASD	0.000303725	0.000489185	FALSE	0.248623
869	5	111983116	113121555	SCZ	0.000446855	0.000715687	FALSE	0.00579466
